entry_date,status,skip_reason,expiry_date,trades,ce_trades,pe_trades,target_hit_exits,premium_sl_exits,sma_cross_exits,day_close_exits,skipped_signals,orders_executed,gross_pnl,brokerage,net_pnl,stop_out_count,sl_capped,remarks
2019-05-15,SKIPPED,gap_too_small;missing_option_entry_timestamp,2020-01-02,0,0,0,0,0,0,0,17,0,0.00,0.00,0.00,0,False,NIFTY_11250_PE_02_JAN_20.csv missing entry 2019-05-15T09:30:00+05:30; NIFTY_11250_PE_02_JAN_20.csv missing entry 2019-05-15T09:45:00+05:30; NIFTY_11250_PE_02_JAN_20.csv missing entry 2019-05-15T10:00:00+05:30; NIFTY_11250_PE_02_JAN_20.csv missing entry 2019-05-15T10:15:00+05:30; NIFTY_11300_PE_02_JAN_20.csv missing entry 2019-05-15T10:30:00+05:30; NIFTY_11300_PE_02_JAN_20.csv missing entry 2019-05-15T10:45:00+05:30; NIFTY_11300_PE_02_JAN_20.csv missing entry 2019-05-15T11:00:00+05:30; NIFTY_11250_PE_02_JAN_20.csv missing entry 2019-05-15T11:15:00+05:30; NIFTY_11300_PE_02_JAN_20.csv missing entry 2019-05-15T11:30:00+05:30; NIFTY_11250_PE_02_JAN_20.csv missing entry 2019-05-15T11:45:00+05:30; NIFTY_11250_PE_02_JAN_20.csv missing entry 2019-05-15T12:00:00+05:30; NIFTY_11250_PE_02_JAN_20.csv missing entry 2019-05-15T12:15:00+05:30; Gap 19.94 < min 25 pts; close=11261.0 sma=11241.06; Gap 2.36 < min 25 pts; close=11248.0 sma=11245.64; Gap 9.77 < min 25 pts; close=11239.5 sma=11249.27; NIFTY_11200_CE_02_JAN_20.csv missing entry 2019-05-15T13:15:00+05:30; NIFTY_11200_CE_02_JAN_20.csv missing entry 2019-05-15T13:30:00+05:30
2019-05-16,SKIPPED,gap_too_small;missing_option_entry_timestamp,2020-01-02,0,0,0,0,0,0,0,17,0,0.00,0.00,0.00,0,False,NIFTY_11150_CE_02_JAN_20.csv missing entry 2019-05-16T09:30:00+05:30; NIFTY_11200_CE_02_JAN_20.csv missing entry 2019-05-16T09:45:00+05:30; NIFTY_11150_CE_02_JAN_20.csv missing entry 2019-05-16T10:00:00+05:30; NIFTY_11150_CE_02_JAN_20.csv missing entry 2019-05-16T10:15:00+05:30; NIFTY_11150_CE_02_JAN_20.csv missing entry 2019-05-16T10:30:00+05:30; NIFTY_11150_CE_02_JAN_20.csv missing entry 2019-05-16T10:45:00+05:30; NIFTY_11150_CE_02_JAN_20.csv missing entry 2019-05-16T11:00:00+05:30; NIFTY_11150_CE_02_JAN_20.csv missing entry 2019-05-16T11:15:00+05:30; NIFTY_11150_CE_02_JAN_20.csv missing entry 2019-05-16T11:30:00+05:30; NIFTY_11150_CE_02_JAN_20.csv missing entry 2019-05-16T11:45:00+05:30; Gap 21.84 < min 25 pts; close=11177.2 sma=11199.04; Gap 12.84 < min 25 pts; close=11183.0 sma=11195.84; Gap 14.71 < min 25 pts; close=11177.8 sma=11192.51; Gap 7.10 < min 25 pts; close=11182.8 sma=11189.90; Gap 20.67 < min 25 pts; close=11166.3 sma=11186.97; Gap 12.92 < min 25 pts; close=11172.2 sma=11185.12; Gap 1.30 < min 25 pts; close=11185.5 sma=11184.20
2019-05-17,SKIPPED,missing_option_entry_timestamp,2020-01-02,0,0,0,0,0,0,0,17,0,0.00,0.00,0.00,0,False,NIFTY_11300_PE_02_JAN_20.csv missing entry 2019-05-17T09:30:00+05:30; NIFTY_11300_PE_02_JAN_20.csv missing entry 2019-05-17T09:45:00+05:30; NIFTY_11300_PE_02_JAN_20.csv missing entry 2019-05-17T10:00:00+05:30; NIFTY_11300_PE_02_JAN_20.csv missing entry 2019-05-17T10:15:00+05:30; NIFTY_11300_PE_02_JAN_20.csv missing entry 2019-05-17T10:30:00+05:30; NIFTY_11300_PE_02_JAN_20.csv missing entry 2019-05-17T10:45:00+05:30; NIFTY_11300_PE_02_JAN_20.csv missing entry 2019-05-17T11:00:00+05:30; NIFTY_11300_PE_02_JAN_20.csv missing entry 2019-05-17T11:15:00+05:30; NIFTY_11300_PE_02_JAN_20.csv missing entry 2019-05-17T11:30:00+05:30; NIFTY_11300_PE_02_JAN_20.csv missing entry 2019-05-17T11:45:00+05:30; NIFTY_11300_PE_02_JAN_20.csv missing entry 2019-05-17T12:00:00+05:30; NIFTY_11350_PE_02_JAN_20.csv missing entry 2019-05-17T12:15:00+05:30; NIFTY_11350_PE_02_JAN_20.csv missing entry 2019-05-17T12:30:00+05:30; NIFTY_11350_PE_02_JAN_20.csv missing entry 2019-05-17T12:45:00+05:30; NIFTY_11350_PE_02_JAN_20.csv missing entry 2019-05-17T13:00:00+05:30; NIFTY_11350_PE_02_JAN_20.csv missing entry 2019-05-17T13:15:00+05:30; NIFTY_11350_PE_02_JAN_20.csv missing entry 2019-05-17T13:30:00+05:30
2019-05-20,SKIPPED,missing_option_entry_timestamp,2020-01-02,0,0,0,0,0,0,0,17,0,0.00,0.00,0.00,0,False,NIFTY_11600_PE_02_JAN_20.csv missing entry 2019-05-20T09:30:00+05:30; NIFTY_11650_PE_02_JAN_20.csv missing entry 2019-05-20T09:45:00+05:30; NIFTY_11650_PE_02_JAN_20.csv missing entry 2019-05-20T10:00:00+05:30; NIFTY_11700_PE_02_JAN_20.csv missing entry 2019-05-20T10:15:00+05:30; NIFTY_11700_PE_02_JAN_20.csv missing entry 2019-05-20T10:30:00+05:30; NIFTY_11700_PE_02_JAN_20.csv missing entry 2019-05-20T10:45:00+05:30; NIFTY_11700_PE_02_JAN_20.csv missing entry 2019-05-20T11:00:00+05:30; NIFTY_11700_PE_02_JAN_20.csv missing entry 2019-05-20T11:15:00+05:30; NIFTY_11700_PE_02_JAN_20.csv missing entry 2019-05-20T11:30:00+05:30; NIFTY_11700_PE_02_JAN_20.csv missing entry 2019-05-20T11:45:00+05:30; NIFTY_11700_PE_02_JAN_20.csv missing entry 2019-05-20T12:00:00+05:30; NIFTY_11700_PE_02_JAN_20.csv missing entry 2019-05-20T12:15:00+05:30; NIFTY_11750_PE_02_JAN_20.csv missing entry 2019-05-20T12:30:00+05:30; NIFTY_11750_PE_02_JAN_20.csv missing entry 2019-05-20T12:45:00+05:30; NIFTY_11750_PE_02_JAN_20.csv missing entry 2019-05-20T13:00:00+05:30; NIFTY_11750_PE_02_JAN_20.csv missing entry 2019-05-20T13:15:00+05:30; NIFTY_11750_PE_02_JAN_20.csv missing entry 2019-05-20T13:30:00+05:30
2019-05-21,SKIPPED,gap_too_small;missing_option_entry_timestamp,2020-01-02,0,0,0,0,0,0,0,17,0,0.00,0.00,0.00,0,False,NIFTY_11850_PE_02_JAN_20.csv missing entry 2019-05-21T09:30:00+05:30; NIFTY_11850_PE_02_JAN_20.csv missing entry 2019-05-21T09:45:00+05:30; NIFTY_11850_PE_02_JAN_20.csv missing entry 2019-05-21T10:00:00+05:30; NIFTY_11850_PE_02_JAN_20.csv missing entry 2019-05-21T10:15:00+05:30; NIFTY_11850_PE_02_JAN_20.csv missing entry 2019-05-21T10:30:00+05:30; NIFTY_11850_PE_02_JAN_20.csv missing entry 2019-05-21T10:45:00+05:30; NIFTY_11850_PE_02_JAN_20.csv missing entry 2019-05-21T11:00:00+05:30; NIFTY_11850_PE_02_JAN_20.csv missing entry 2019-05-21T11:15:00+05:30; NIFTY_11850_PE_02_JAN_20.csv missing entry 2019-05-21T11:30:00+05:30; NIFTY_11850_PE_02_JAN_20.csv missing entry 2019-05-21T11:45:00+05:30; Gap 18.98 < min 25 pts; close=11823.5 sma=11804.52; NIFTY_11850_PE_02_JAN_20.csv missing entry 2019-05-21T12:15:00+05:30; Gap 21.65 < min 25 pts; close=11835.0 sma=11813.35; Gap 16.52 < min 25 pts; close=11799.5 sma=11816.02; NIFTY_11800_CE_02_JAN_20.csv missing entry 2019-05-21T13:00:00+05:30; NIFTY_11750_CE_02_JAN_20.csv missing entry 2019-05-21T13:15:00+05:30; NIFTY_11750_CE_02_JAN_20.csv missing entry 2019-05-21T13:30:00+05:30
2019-05-22,SKIPPED,gap_too_small;missing_option_entry_timestamp,2020-01-02,0,0,0,0,0,0,0,17,0,0.00,0.00,0.00,0,False,NIFTY_11750_CE_02_JAN_20.csv missing entry 2019-05-22T09:30:00+05:30; NIFTY_11700_CE_02_JAN_20.csv missing entry 2019-05-22T09:45:00+05:30; NIFTY_11700_CE_02_JAN_20.csv missing entry 2019-05-22T10:00:00+05:30; NIFTY_11750_CE_02_JAN_20.csv missing entry 2019-05-22T10:15:00+05:30; Gap 24.08 < min 25 pts; close=11747.5 sma=11771.58; Gap 18.12 < min 25 pts; close=11750.0 sma=11768.12; Gap 22.03 < min 25 pts; close=11742.3 sma=11764.33; NIFTY_11700_CE_02_JAN_20.csv missing entry 2019-05-22T11:15:00+05:30; NIFTY_11750_CE_02_JAN_20.csv missing entry 2019-05-22T11:30:00+05:30; NIFTY_11700_CE_02_JAN_20.csv missing entry 2019-05-22T11:45:00+05:30; NIFTY_11700_CE_02_JAN_20.csv missing entry 2019-05-22T12:00:00+05:30; Gap 14.62 < min 25 pts; close=11726.2 sma=11740.82; Gap 13.15 < min 25 pts; close=11723.2 sma=11736.35; NIFTY_11700_CE_02_JAN_20.csv missing entry 2019-05-22T12:45:00+05:30; Gap 17.98 < min 25 pts; close=11711.7 sma=11729.68; Gap 8.59 < min 25 pts; close=11719.4 sma=11727.99; Gap 11.10 < min 25 pts; close=11738.2 sma=11727.10
2019-05-23,SKIPPED,gap_too_small;missing_option_entry_timestamp,2020-01-02,0,0,0,0,0,0,0,17,0,0.00,0.00,0.00,0,False,NIFTY_11950_PE_02_JAN_20.csv missing entry 2019-05-23T09:30:00+05:30; NIFTY_11900_PE_02_JAN_20.csv missing entry 2019-05-23T09:45:00+05:30; NIFTY_11950_PE_02_JAN_20.csv missing entry 2019-05-23T10:00:00+05:30; NIFTY_11950_PE_02_JAN_20.csv missing entry 2019-05-23T10:15:00+05:30; NIFTY_12000_PE_02_JAN_20.csv missing entry 2019-05-23T10:30:00+05:30; NIFTY_12050_PE_02_JAN_20.csv missing entry 2019-05-23T10:45:00+05:30; NIFTY_11950_PE_02_JAN_20.csv missing entry 2019-05-23T11:00:00+05:30; NIFTY_11900_PE_02_JAN_20.csv missing entry 2019-05-23T11:15:00+05:30; NIFTY_11900_PE_02_JAN_20.csv missing entry 2019-05-23T11:30:00+05:30; NIFTY_11850_PE_02_JAN_20.csv missing entry 2019-05-23T11:45:00+05:30; NIFTY_11850_PE_02_JAN_20.csv missing entry 2019-05-23T12:00:00+05:30; Gap 5.08 < min 25 pts; close=11831.5 sma=11826.42; NIFTY_11800_CE_02_JAN_20.csv missing entry 2019-05-23T12:30:00+05:30; NIFTY_11800_CE_02_JAN_20.csv missing entry 2019-05-23T12:45:00+05:30; Gap 15.60 < min 25 pts; close=11821.8 sma=11837.40; Gap 4.78 < min 25 pts; close=11847.3 sma=11842.52; Gap 1.12 < min 25 pts; close=11845.7 sma=11846.82
2019-05-24,SKIPPED,gap_too_small;missing_option_entry_timestamp;missing_option_file,2020-01-02,0,0,0,0,0,0,0,17,0,0.00,0.00,0.00,0,False,NIFTY_11750_CE_02_JAN_20.csv missing entry 2019-05-24T09:30:00+05:30; NIFTY_11700_CE_02_JAN_20.csv missing entry 2019-05-24T09:45:00+05:30; NIFTY_11700_CE_02_JAN_20.csv missing entry 2019-05-24T10:00:00+05:30; Missing option file: NIFTY_11650_CE_02_JAN_20.csv; NIFTY_11700_CE_02_JAN_20.csv missing entry 2019-05-24T10:30:00+05:30; NIFTY_11700_CE_02_JAN_20.csv missing entry 2019-05-24T10:45:00+05:30; NIFTY_11700_CE_02_JAN_20.csv missing entry 2019-05-24T11:00:00+05:30; NIFTY_11700_CE_02_JAN_20.csv missing entry 2019-05-24T11:15:00+05:30; NIFTY_11700_CE_02_JAN_20.csv missing entry 2019-05-24T11:30:00+05:30; Gap 19.30 < min 25 pts; close=11731.5 sma=11750.80; Gap 2.11 < min 25 pts; close=11743.9 sma=11746.01; Gap 15.70 < min 25 pts; close=11758.8 sma=11743.10; Gap 18.35 < min 25 pts; close=11760.1 sma=11741.75; NIFTY_11800_PE_02_JAN_20.csv missing entry 2019-05-24T12:45:00+05:30; NIFTY_11800_PE_02_JAN_20.csv missing entry 2019-05-24T13:00:00+05:30; NIFTY_11800_PE_02_JAN_20.csv missing entry 2019-05-24T13:15:00+05:30; NIFTY_11800_PE_02_JAN_20.csv missing entry 2019-05-24T13:30:00+05:30
2019-05-27,SKIPPED,missing_option_entry_timestamp,2020-01-02,0,0,0,0,0,0,0,17,0,0.00,0.00,0.00,0,False,NIFTY_11850_PE_02_JAN_20.csv missing entry 2019-05-27T09:30:00+05:30; NIFTY_11850_PE_02_JAN_20.csv missing entry 2019-05-27T09:45:00+05:30; NIFTY_11900_PE_02_JAN_20.csv missing entry 2019-05-27T10:00:00+05:30; NIFTY_11900_PE_02_JAN_20.csv missing entry 2019-05-27T10:15:00+05:30; NIFTY_11900_PE_02_JAN_20.csv missing entry 2019-05-27T10:30:00+05:30; NIFTY_11900_PE_02_JAN_20.csv missing entry 2019-05-27T10:45:00+05:30; NIFTY_11900_PE_02_JAN_20.csv missing entry 2019-05-27T11:00:00+05:30; NIFTY_11900_PE_02_JAN_20.csv missing entry 2019-05-27T11:15:00+05:30; NIFTY_11900_PE_02_JAN_20.csv missing entry 2019-05-27T11:30:00+05:30; NIFTY_11950_PE_02_JAN_20.csv missing entry 2019-05-27T11:45:00+05:30; NIFTY_11900_PE_02_JAN_20.csv missing entry 2019-05-27T12:00:00+05:30; NIFTY_11950_PE_02_JAN_20.csv missing entry 2019-05-27T12:15:00+05:30; NIFTY_11950_PE_02_JAN_20.csv missing entry 2019-05-27T12:30:00+05:30; NIFTY_11950_PE_02_JAN_20.csv missing entry 2019-05-27T12:45:00+05:30; NIFTY_11900_PE_02_JAN_20.csv missing entry 2019-05-27T13:00:00+05:30; NIFTY_11950_PE_02_JAN_20.csv missing entry 2019-05-27T13:15:00+05:30; NIFTY_11950_PE_02_JAN_20.csv missing entry 2019-05-27T13:30:00+05:30
2019-05-28,SKIPPED,gap_too_small;missing_option_entry_timestamp,2020-01-02,0,0,0,0,0,0,0,17,0,0.00,0.00,0.00,0,False,Gap 19.15 < min 25 pts; close=11937.2 sma=11918.05; Gap 13.41 < min 25 pts; close=11906.0 sma=11919.41; Gap 4.41 < min 25 pts; close=11915.9 sma=11920.31; Gap 18.85 < min 25 pts; close=11902.1 sma=11920.95; Gap 0.86 < min 25 pts; close=11921.5 sma=11922.36; Gap 2.40 < min 25 pts; close=11921.5 sma=11923.90; Gap 8.12 < min 25 pts; close=11917.2 sma=11925.32; Gap 8.66 < min 25 pts; close=11917.8 sma=11926.46; Gap 5.02 < min 25 pts; close=11921.6 sma=11926.62; Gap 10.99 < min 25 pts; close=11914.9 sma=11925.89; Gap 24.19 < min 25 pts; close=11900.8 sma=11924.99; Gap 15.37 < min 25 pts; close=11908.6 sma=11923.97; Gap 14.88 < min 25 pts; close=11908.0 sma=11922.88; NIFTY_11900_CE_02_JAN_20.csv missing entry 2019-05-28T12:45:00+05:30; Gap 16.98 < min 25 pts; close=11903.3 sma=11920.28; Gap 11.92 < min 25 pts; close=11906.9 sma=11918.82; Gap 3.51 < min 25 pts; close=11921.5 sma=11917.99
2019-05-29,SKIPPED,gap_too_small;missing_option_entry_timestamp,2020-01-02,0,0,0,0,0,0,0,17,0,0.00,0.00,0.00,0,False,Gap 16.89 < min 25 pts; close=11926.0 sma=11909.11; Gap 1.59 < min 25 pts; close=11910.9 sma=11909.31; Gap 1.18 < min 25 pts; close=11907.8 sma=11908.98; Gap 8.42 < min 25 pts; close=11900.5 sma=11908.92; Gap 7.77 < min 25 pts; close=11900.3 sma=11908.07; Gap 9.30 < min 25 pts; close=11917.2 sma=11907.90; Gap 5.27 < min 25 pts; close=11913.0 sma=11907.73; Gap 14.29 < min 25 pts; close=11922.2 sma=11907.91; Gap 8.32 < min 25 pts; close=11916.0 sma=11907.68; Gap 14.22 < min 25 pts; close=11922.2 sma=11907.98; Gap 2.47 < min 25 pts; close=11905.7 sma=11908.17; Gap 1.97 < min 25 pts; close=11906.1 sma=11908.07; Gap 6.50 < min 25 pts; close=11901.3 sma=11907.80; Gap 16.71 < min 25 pts; close=11891.0 sma=11907.71; Gap 22.27 < min 25 pts; close=11884.7 sma=11906.97; NIFTY_11900_CE_02_JAN_20.csv missing entry 2019-05-29T13:15:00+05:30; Gap 22.75 < min 25 pts; close=11881.5 sma=11904.25
2019-05-30,SKIPPED,gap_too_small;missing_option_entry_timestamp,2020-01-02,0,0,0,0,0,0,0,17,0,0.00,0.00,0.00,0,False,Gap 19.17 < min 25 pts; close=11873.4 sma=11892.57; Gap 7.68 < min 25 pts; close=11899.8 sma=11892.12; Gap 14.24 < min 25 pts; close=11906.3 sma=11892.06; Gap 23.99 < min 25 pts; close=11916.7 sma=11892.71; NIFTY_11900_PE_02_JAN_20.csv missing entry 2019-05-30T10:30:00+05:30; Gap 21.10 < min 25 pts; close=11914.5 sma=11893.40; Gap 20.46 < min 25 pts; close=11913.9 sma=11893.44; NIFTY_11900_PE_02_JAN_20.csv missing entry 2019-05-30T11:15:00+05:30; Gap 23.79 < min 25 pts; close=11917.2 sma=11893.41; Gap 18.14 < min 25 pts; close=11911.1 sma=11892.96; Gap 19.26 < min 25 pts; close=11912.5 sma=11893.24; NIFTY_11950_PE_02_JAN_20.csv missing entry 2019-05-30T12:15:00+05:30; NIFTY_11950_PE_02_JAN_20.csv missing entry 2019-05-30T12:30:00+05:30; NIFTY_11950_PE_02_JAN_20.csv missing entry 2019-05-30T12:45:00+05:30; NIFTY_11950_PE_02_JAN_20.csv missing entry 2019-05-30T13:00:00+05:30; NIFTY_11950_PE_02_JAN_20.csv missing entry 2019-05-30T13:15:00+05:30; NIFTY_11950_PE_02_JAN_20.csv missing entry 2019-05-30T13:30:00+05:30
2019-05-31,SKIPPED,missing_option_entry_timestamp,2020-01-02,0,0,0,0,0,0,0,17,0,0.00,0.00,0.00,0,False,NIFTY_12050_PE_02_JAN_20.csv missing entry 2019-05-31T09:30:00+05:30; NIFTY_12050_PE_02_JAN_20.csv missing entry 2019-05-31T09:45:00+05:30; NIFTY_12050_PE_02_JAN_20.csv missing entry 2019-05-31T10:00:00+05:30; NIFTY_12050_PE_02_JAN_20.csv missing entry 2019-05-31T10:15:00+05:30; NIFTY_12000_PE_02_JAN_20.csv missing entry 2019-05-31T10:30:00+05:30; NIFTY_12000_PE_02_JAN_20.csv missing entry 2019-05-31T10:45:00+05:30; NIFTY_12000_PE_02_JAN_20.csv missing entry 2019-05-31T11:00:00+05:30; NIFTY_12050_PE_02_JAN_20.csv missing entry 2019-05-31T11:15:00+05:30; NIFTY_12000_PE_02_JAN_20.csv missing entry 2019-05-31T11:30:00+05:30; NIFTY_12000_PE_02_JAN_20.csv missing entry 2019-05-31T11:45:00+05:30; NIFTY_11950_CE_02_JAN_20.csv missing entry 2019-05-31T12:00:00+05:30; NIFTY_11900_CE_02_JAN_20.csv missing entry 2019-05-31T12:15:00+05:30; NIFTY_11900_CE_02_JAN_20.csv missing entry 2019-05-31T12:30:00+05:30; NIFTY_11900_CE_02_JAN_20.csv missing entry 2019-05-31T12:45:00+05:30; NIFTY_11900_CE_02_JAN_20.csv missing entry 2019-05-31T13:00:00+05:30; NIFTY_11950_CE_02_JAN_20.csv missing entry 2019-05-31T13:15:00+05:30; NIFTY_11900_CE_02_JAN_20.csv missing entry 2019-05-31T13:30:00+05:30
2019-06-03,SKIPPED,gap_too_small;missing_option_entry_timestamp,2020-01-02,0,0,0,0,0,0,0,17,0,0.00,0.00,0.00,0,False,Gap 10.89 < min 25 pts; close=11965.4 sma=11954.51; Gap 16.25 < min 25 pts; close=11968.5 sma=11952.25; Gap 13.29 < min 25 pts; close=11963.0 sma=11949.71; NIFTY_12000_PE_02_JAN_20.csv missing entry 2019-06-03T10:15:00+05:30; NIFTY_11950_PE_02_JAN_20.csv missing entry 2019-06-03T10:30:00+05:30; NIFTY_11950_PE_02_JAN_20.csv missing entry 2019-06-03T10:45:00+05:30; NIFTY_12000_PE_02_JAN_20.csv missing entry 2019-06-03T11:00:00+05:30; NIFTY_12000_PE_02_JAN_20.csv missing entry 2019-06-03T11:15:00+05:30; NIFTY_12000_PE_02_JAN_20.csv missing entry 2019-06-03T11:30:00+05:30; NIFTY_12000_PE_02_JAN_20.csv missing entry 2019-06-03T11:45:00+05:30; NIFTY_12000_PE_02_JAN_20.csv missing entry 2019-06-03T12:00:00+05:30; NIFTY_12000_PE_02_JAN_20.csv missing entry 2019-06-03T12:15:00+05:30; NIFTY_12000_PE_02_JAN_20.csv missing entry 2019-06-03T12:30:00+05:30; NIFTY_12000_PE_02_JAN_20.csv missing entry 2019-06-03T12:45:00+05:30; NIFTY_12000_PE_02_JAN_20.csv missing entry 2019-06-03T13:00:00+05:30; NIFTY_12000_PE_02_JAN_20.csv missing entry 2019-06-03T13:15:00+05:30; NIFTY_12000_PE_02_JAN_20.csv missing entry 2019-06-03T13:30:00+05:30
2019-06-04,SKIPPED,gap_too_small;missing_option_entry_timestamp,2020-01-02,0,0,0,0,0,0,0,17,0,0.00,0.00,0.00,0,False,NIFTY_12050_PE_02_JAN_20.csv missing entry 2019-06-04T09:30:00+05:30; NIFTY_12050_PE_02_JAN_20.csv missing entry 2019-06-04T09:45:00+05:30; NIFTY_12050_PE_02_JAN_20.csv missing entry 2019-06-04T10:00:00+05:30; Gap 22.27 < min 25 pts; close=12053.4 sma=12031.13; Gap 10.30 < min 25 pts; close=12044.3 sma=12034.00; Gap 14.68 < min 25 pts; close=12051.8 sma=12037.12; Gap 6.12 < min 25 pts; close=12045.7 sma=12039.58; Gap 3.58 < min 25 pts; close=12037.7 sma=12041.28; Gap 6.20 < min 25 pts; close=12036.5 sma=12042.70; Gap 5.40 < min 25 pts; close=12038.7 sma=12044.10; Gap 4.73 < min 25 pts; close=12041.0 sma=12045.73; Gap 16.98 < min 25 pts; close=12029.2 sma=12046.18; Gap 14.18 < min 25 pts; close=12032.7 sma=12046.88; Gap 23.23 < min 25 pts; close=12024.2 sma=12047.43; Gap 2.66 < min 25 pts; close=12051.3 sma=12048.64; Gap 4.77 < min 25 pts; close=12054.7 sma=12049.93; Gap 6.81 < min 25 pts; close=12044.2 sma=12051.01
2019-06-06,SKIPPED,missing_option_entry_timestamp,2020-01-02,0,0,0,0,0,0,0,17,0,0.00,0.00,0.00,0,False,NIFTY_12000_CE_02_JAN_20.csv missing entry 2019-06-06T09:30:00+05:30; NIFTY_12000_CE_02_JAN_20.csv missing entry 2019-06-06T09:45:00+05:30; NIFTY_12000_CE_02_JAN_20.csv missing entry 2019-06-06T10:00:00+05:30; NIFTY_11950_CE_02_JAN_20.csv missing entry 2019-06-06T10:15:00+05:30; NIFTY_11950_CE_02_JAN_20.csv missing entry 2019-06-06T10:30:00+05:30; NIFTY_11950_CE_02_JAN_20.csv missing entry 2019-06-06T10:45:00+05:30; NIFTY_11950_CE_02_JAN_20.csv missing entry 2019-06-06T11:00:00+05:30; NIFTY_11950_CE_02_JAN_20.csv missing entry 2019-06-06T11:15:00+05:30; NIFTY_11950_CE_02_JAN_20.csv missing entry 2019-06-06T11:30:00+05:30; NIFTY_11950_CE_02_JAN_20.csv missing entry 2019-06-06T11:45:00+05:30; NIFTY_11950_CE_02_JAN_20.csv missing entry 2019-06-06T12:00:00+05:30; NIFTY_11950_CE_02_JAN_20.csv missing entry 2019-06-06T12:15:00+05:30; NIFTY_11900_CE_02_JAN_20.csv missing entry 2019-06-06T12:30:00+05:30; NIFTY_11900_CE_02_JAN_20.csv missing entry 2019-06-06T12:45:00+05:30; NIFTY_11950_CE_02_JAN_20.csv missing entry 2019-06-06T13:00:00+05:30; NIFTY_11900_CE_02_JAN_20.csv missing entry 2019-06-06T13:15:00+05:30; NIFTY_11900_CE_02_JAN_20.csv missing entry 2019-06-06T13:30:00+05:30
2019-06-07,SKIPPED,gap_too_small;missing_option_entry_timestamp,2020-01-02,0,0,0,0,0,0,0,17,0,0.00,0.00,0.00,0,False,NIFTY_11800_CE_02_JAN_20.csv missing entry 2019-06-07T09:30:00+05:30; NIFTY_11800_CE_02_JAN_20.csv missing entry 2019-06-07T09:45:00+05:30; NIFTY_11800_CE_02_JAN_20.csv missing entry 2019-06-07T10:00:00+05:30; NIFTY_11850_CE_02_JAN_20.csv missing entry 2019-06-07T10:15:00+05:30; NIFTY_11850_CE_02_JAN_20.csv missing entry 2019-06-07T10:30:00+05:30; NIFTY_11850_CE_02_JAN_20.csv missing entry 2019-06-07T10:45:00+05:30; NIFTY_11850_CE_02_JAN_20.csv missing entry 2019-06-07T11:00:00+05:30; NIFTY_11850_CE_02_JAN_20.csv missing entry 2019-06-07T11:15:00+05:30; NIFTY_11800_CE_02_JAN_20.csv missing entry 2019-06-07T11:30:00+05:30; Gap 17.84 < min 25 pts; close=11847.0 sma=11864.84; Gap 23.70 < min 25 pts; close=11835.8 sma=11859.50; Gap 20.43 < min 25 pts; close=11835.1 sma=11855.53; Gap 17.52 < min 25 pts; close=11834.5 sma=11852.02; Gap 3.02 < min 25 pts; close=11852.8 sma=11849.78; Gap 7.99 < min 25 pts; close=11838.3 sma=11846.29; Gap 3.45 < min 25 pts; close=11840.0 sma=11843.45; Gap 8.61 < min 25 pts; close=11832.0 sma=11840.61
2019-06-10,SKIPPED,gap_too_small;missing_option_entry_timestamp,2020-01-02,0,0,0,0,0,0,0,17,0,0.00,0.00,0.00,0,False,NIFTY_11950_PE_02_JAN_20.csv missing entry 2019-06-10T09:30:00+05:30; NIFTY_11950_PE_02_JAN_20.csv missing entry 2019-06-10T09:45:00+05:30; NIFTY_11950_PE_02_JAN_20.csv missing entry 2019-06-10T10:00:00+05:30; NIFTY_11950_PE_02_JAN_20.csv missing entry 2019-06-10T10:15:00+05:30; NIFTY_11950_PE_02_JAN_20.csv missing entry 2019-06-10T10:30:00+05:30; NIFTY_11950_PE_02_JAN_20.csv missing entry 2019-06-10T10:45:00+05:30; NIFTY_11950_PE_02_JAN_20.csv missing entry 2019-06-10T11:00:00+05:30; NIFTY_11900_PE_02_JAN_20.csv missing entry 2019-06-10T11:15:00+05:30; NIFTY_11950_PE_02_JAN_20.csv missing entry 2019-06-10T11:30:00+05:30; Gap 16.39 < min 25 pts; close=11899.3 sma=11882.91; Gap 8.28 < min 25 pts; close=11893.5 sma=11885.22; Gap 1.72 < min 25 pts; close=11889.1 sma=11887.38; Gap 11.15 < min 25 pts; close=11901.2 sma=11890.05; Gap 5.28 < min 25 pts; close=11886.1 sma=11891.38; Gap 2.58 < min 25 pts; close=11890.9 sma=11893.48; Gap 3.95 < min 25 pts; close=11891.6 sma=11895.55; Gap 9.12 < min 25 pts; close=11907.7 sma=11898.58
